"Date","Price","Open","High","Low","Vol.","Change %"
"Jul 25, 2018","0.010588","0.010635","0.010759","0.010370","14.90K","-0.50%"
"Jul 24, 2018","0.010641","0.010511","0.011140","0.010320","19.18K","0.85%"
"Jul 23, 2018","0.010551","0.011134","0.011250","0.010512","9.77K","-5.32%"
"Jul 22, 2018","0.011144","0.011296","0.011305","0.010994","6.78K","-1.35%"
"Jul 21, 2018","0.011296","0.011200","0.011444","0.010969","6.82K","1.06%"
"Jul 20, 2018","0.011178","0.011516","0.011594","0.011080","9.71K","-2.90%"
"Jul 19, 2018","0.011512","0.011739","0.011905","0.011512","8.58K","-1.47%"
"Jul 18, 2018","0.011684","0.012209","0.012641","0.011635","18.51K","-4.03%"
"Jul 17, 2018","0.012175","0.012377","0.012600","0.011998","10.56K","-2.05%"
"Jul 16, 2018","0.012430","0.012353","0.012595","0.012230","10.79K","0.81%"
"Jul 15, 2018","0.012330","0.012189","0.012456","0.012095","12.93K","1.17%"
"Jul 14, 2018","0.012188","0.012320","0.012456","0.012119","6.66K","-0.58%"
"Jul 13, 2018","0.012258","0.012338","0.012534","0.012220","9.93K","-0.05%"
"Jul 12, 2018","0.012265","0.012253","0.012392","0.012000","9.94K","0.10%"
"Jul 11, 2018","0.012253","0.012050","0.012700","0.011916","15.59K","1.69%"
"Jul 10, 2018","0.012048","0.012054","0.012195","0.011655","15.93K","-0.01%"
"Jul 09, 2018","0.012049","0.012221","0.012320","0.012017","13.08K","-1.40%"
"Jul 08, 2018","0.012220","0.012537","0.012600","0.012210","12.77K","-2.30%"
"Jul 07, 2018","0.012508","0.012590","0.012600","0.012171","13.87K","-0.64%"
"Jul 06, 2018","0.012589","0.012760","0.012887","0.012474","12.61K","-1.34%"
"Jul 05, 2018","0.012760","0.012914","0.013045","0.012613","7.27K","-1.19%"
"Jul 04, 2018","0.012914","0.013013","0.013236","0.012817","11.35K","-0.76%"
"Jul 03, 2018","0.013013","0.012895","0.013488","0.012827","16.16K","0.91%"
"Jul 02, 2018","0.012895","0.012620","0.013060","0.012438","11.00K","2.14%"
"Jul 01, 2018","0.012625","0.012744","0.012745","0.012400","8.28K","-0.75%"
"Jun 30, 2018","0.012720","0.012699","0.013060","0.012465","13.65K","0.16%"
"Jun 29, 2018","0.012700","0.012710","0.012900","0.012400","13.40K","-0.23%"
"Jun 28, 2018","0.012730","0.013117","0.013262","0.012677","9.29K","-3.07%"
"Jun 27, 2018","0.013133","0.012421","0.013200","0.012401","9.91K","5.73%"
"Jun 26, 2018","0.012421","0.013052","0.013165","0.012414","8.64K","-4.83%"
"Jun 25, 2018","0.013052","0.013051","0.013378","0.012812","8.70K","0.01%"
"Jun 24, 2018","0.013051","0.013410","0.013495","0.012690","16.56K","-2.67%"
"Jun 23, 2018","0.013408","0.013988","0.014170","0.013346","13.28K","-4.14%"
"Jun 22, 2018","0.013988","0.014400","0.014450","0.013547","16.19K","-2.86%"
"Jun 21, 2018","0.014400","0.014410","0.014604","0.014271","10.90K","-0.07%"
"Jun 20, 2018","0.014410","0.014675","0.014750","0.014357","9.81K","-1.81%"
"Jun 19, 2018","0.014675","0.014755","0.014887","0.014497","12.54K","-0.54%"
"Jun 18, 2018","0.014755","0.014689","0.014850","0.014510","7.32K","0.34%"
"Jun 17, 2018","0.014705","0.014920","0.014981","0.014652","4.35K","-1.44%"
"Jun 16, 2018","0.014920","0.014930","0.015000","0.014650","6.91K","0.10%"
"Jun 15, 2018","0.014905","0.015220","0.015240","0.014769","6.61K","-2.07%"
"Jun 14, 2018","0.015220","0.014826","0.015330","0.014650","18.54K","2.80%"
"Jun 13, 2018","0.014806","0.015290","0.015315","0.014400","35.20K","-3.17%"
"Jun 12, 2018","0.015290","0.015546","0.015704","0.015048","13.33K","-1.88%"
"Jun 11, 2018","0.015584","0.015750","0.015972","0.015400","11.56K","-0.68%"
"Jun 10, 2018","0.015690","0.015675","0.015870","0.015406","11.73K","0.54%"
"Jun 09, 2018","0.015605","0.015705","0.015810","0.015514","7.54K","-1.06%"
"Jun 08, 2018","0.015772","0.015825","0.015850","0.015600","7.57K","-0.33%"
"Jun 07, 2018","0.015825","0.015910","0.016000","0.015618","7.80K","0.00%"
"Jun 06, 2018","0.015825","0.016064","0.016080","0.015746","8.70K","-1.46%"
"Jun 05, 2018","0.016060","0.015980","0.016080","0.015721","6.49K","0.50%"
"Jun 04, 2018","0.015980","0.016170","0.016393","0.015833","9.83K","-1.48%"
"Jun 03, 2018","0.016220","0.016201","0.016510","0.015960","11.62K","0.12%"
"Jun 02, 2018","0.016201","0.015980","0.016230","0.015826","7.97K","1.57%"
"Jun 01, 2018","0.015950","0.015824","0.016020","0.015680","7.23K","1.37%"
"May 31, 2018","0.015735","0.015930","0.016000","0.015670","9.11K","-0.85%"
"May 30, 2018","0.015870","0.016055","0.016260","0.015706","7.92K","-1.15%"
"May 29, 2018","0.016055","0.015611","0.016400","0.015502","11.02K","2.84%"
"May 28, 2018","0.015611","0.016061","0.016150","0.015481","11.13K","-2.80%"
